School,Student,Examscore,LRTscore,AvsLRT
4,63,-.49278,-.78602,.091764
4,64,-.93938,-1.7778,.091764
4,65,-1.0291,-.78602,.091764
4,66,.073536,.61906,.091764
4,67,1.1758,1.6935,.091764
4,68,-1.2195,-.70336,.091764
4,69,-.62305,-.042152,.091764
4,70,2.3136,.45376,.091764
4,71,-1.6237,-.95132,.091764
4,72,-.55511,.040499,.091764
4,73,-.26516,.78436,.091764
4,74,-.85267,-.29011,.091764
4,75,.74723,.78436,.091764
4,76,1.1094,1.8588,.091764
4,77,1.9003,1.4456,.091764
4,78,-.062088,-.53806,.091764
4,79,.32807,.12315,.091764
5,1,1.0396,-.37276,.21052
5,2,1.0396,.2058,.21052
5,3,.19415,.28845,.21052
5,4,.19415,.040499,.21052
5,5,.26132,.94967,.21052
5,6,1.5062,.70171,.21052
5,7,.32807,1.1976,.21052
5,8,-.12908,-.37276,.21052
5,9,-1.1186,-.37276,.21052
5,10,.19415,.53641,.21052
5,11,.32807,-.1248,.21052
5,12,1.1094,1.7762,.21052
5,13,.74723,.45376,.21052
5,14,-.062088,-.37276,.21052
5,15,.40267,-.20746,.21052
5,16,2.103,2.0241,.21052
5,17,.32807,-.62071,.21052
5,18,1.5792,-.20746,.21052
5,19,.61073,.28845,.21052
5,20,.67876,.61906,.21052
5,21,.19415,.53641,.21052
5,22,-.12908,-1.1993,.21052
5,23,1.1758,-.37276,.21052
5,24,.26132,.70171,.21052
5,25,1.4395,1.1976,.21052
5,26,.47819,.12315,.21052
5,27,-1.2195,-.70336,.21052
5,28,-.49278,-.29011,.21052
5,29,1.3101,.45376,.21052
5,30,.61073,.53641,.21052
5,31,-.77611,-.78602,.21052
5,32,-1.2195,-.37276,.21052
5,33,1.1758,.86701,.21052
5,34,.40267,.53641,.21052
5,35,-.4198,-.29011,.21052
6,1,.61073,-.45541,.63766
6,2,1.0396,.45376,.63766
6,3,.89657,.53641,.63766
6,4,.40267,.86701,.63766
6,5,.19415,1.5282,.63766
6,6,1.9003,.86701,.63766
6,7,.073536,1.9415,.63766
6,8,1.3101,1.6109,.63766
6,9,2.0397,.86701,.63766
6,10,1.5792,.61906,.63766
6,11,1.9003,.2058,.63766
6,12,-.26516,.2058,.63766
6,13,1.9771,2.1894,.63766
6,14,.82199,.61906,.63766
6,15,.74723,-1.034,.63766
6,16,1.6618,2.2721,.63766
6,17,2.3136,.53641,.63766
6,18,1.3747,.53641,.63766
6,19,1.7349,1.1976,.63766
6,20,.67876,.78436,.63766
6,21,2.2031,1.8588,.63766
6,22,1.4395,.12315,.63766
6,23,.40267,.040499,.63766
6,24,1.0396,-.1248,.63766
6,25,-.4198,-.37276,.63766
6,26,.26132,-1.034,.63766
6,27,1.2405,1.2803,.63766
6,28,.47819,.86701,.63766
6,29,1.0396,-.95132,.63766
6,30,.89657,.86701,.63766
6,31,2.103,2.3547,.63766
6,32,.54434,-.37276,.63766
6,33,.96759,2.1894,.63766
6,34,1.5792,1.2803,.63766
6,35,2.6267,2.0241,.63766
6,36,1.2405,.3711,.63766
6,37,.61073,.94967,.63766
6,38,1.3747,.86701,.63766
6,39,1.2405,.28845,.63766
6,40,1.9771,1.4456,.63766
6,41,.82199,.12315,.63766
6,42,-1.7239,-1.4472,.63766
6,43,.073536,.61906,.63766
6,44,1.5792,1.1976,.63766
6,45,1.5792,.94967,.63766
6,46,2.3136,1.1976,.63766
6,47,.19415,.3711,.63766
6,48,1.7349,2.2721,.63766
6,49,1.7349,1.8588,.63766
6,50,.0043218,-.37276,.63766
6,51,.96759,-.20746,.63766
6,52,1.3747,-.1248,.63766
6,53,1.3101,2.0241,.63766
6,54,.54434,.28845,.63766
6,55,1.5792,1.3629,.63766
6,56,-.69951,.040499,.63766
6,57,1.2405,1.6935,.63766
6,58,1.1758,.53641,.63766
6,59,.40267,.2058,.63766
6,60,1.7349,1.1976,.63766
6,61,-.93938,.28845,.63766
6,62,.40267,.3711,.63766
6,63,1.3101,.61906,.63766
6,64,.0043218,-.042152,.63766
6,65,1.1094,-.29011,.63766
6,66,.89657,.040499,.63766
6,67,-.49278,-.20746,.63766
6,68,.47819,-.62071,.63766
6,69,.82199,.86701,.63766
6,70,.67876,.12315,.63766
6,71,1.8138,1.0323,.63766
6,72,1.5062,1.115,.63766
6,73,.96759,.12315,.63766
6,74,.32807,-.37276,.63766
6,75,-.4198,.45376,.63766
6,76,.32807,-.1248,.63766
6,77,.32807,1.6109,.63766
6,78,-.62305,.53641,.63766
6,79,1.9771,1.115,.63766
6,80,1.3101,.28845,.63766
7,1,-2.1086,.28845,-.029003
7,2,-.4198,-2.3564,-.029003
7,3,.47819,-.70336,-.029003
7,4,.26132,-.37276,-.029003
7,5,-1.3353,-1.1166,-.029003
7,6,.74723,.2058,-.029003
7,7,-.4198,.12315,-.029003
7,8,.0043218,-.45541,-.029003
7,9,.47819,.040499,-.029003
7,10,1.5792,1.0323,-.029003
7,11,1.6618,-1.034,-.029003
7,12,.89657,-.1248,-.029003
7,13,.96759,.040499,-.029003
7,14,1.3747,.94967,-.029003
7,15,.82199,-.20746,-.029003
7,16,.32807,-.37276,-.029003
7,17,1.2405,.45376,-.029003
7,18,.0043218,.53641,-.029003
7,19,-.49278,-.53806,-.029003
7,20,.89657,-.20746,-.029003
7,21,.54434,-.29011,-.029003
7,22,-.26516,-.042152,-.029003
7,23,.19415,-.53806,-.029003
7,24,1.9771,1.6935,-.029003
7,25,1.3101,-.1248,-.029003
7,26,1.7349,-.29011,-.029003
7,27,.47819,-.70336,-.029003
7,28,1.1094,-.20746,-.029003
7,29,1.2405,2.4374,-.029003
7,30,.67876,1.8588,-.029003
7,31,-.85267,-.86867,-.029003
7,32,.61073,-.70336,-.029003
7,33,-.55511,-.042152,-.029003
7,34,1.4395,1.9415,-.029003
7,35,.19415,-.53806,-.029003
7,36,.74723,-.20746,-.029003
7,37,.82199,2.2721,-.029003
7,38,1.2405,.040499,-.029003
7,39,.32807,.12315,-.029003
7,40,.82199,-.1248,-.029003
7,41,1.1758,1.3629,-.029003
7,42,.073536,-.45541,-.029003
7,43,.82199,-.45541,-.029003
7,44,-.62305,-.37276,-.029003
7,45,1.1758,-1.2819,-.029003
7,46,-.62305,-.29011,-.029003
7,47,-.19761,-.78602,-.029003
7,48,.47819,-.20746,-.029003
7,49,-.12908,-.1248,-.029003
7,50,.13407,.040499,-.029003
7,51,.54434,.12315,-.029003
7,52,.47819,.61906,-.029003
7,53,.19415,.040499,-.029003
7,54,1.6618,-1.6952,-.029003
7,55,-1.3353,-.86867,-.029003
7,56,.96759,-.45541,-.029003
7,57,.26132,.28845,-.029003
7,58,1.1094,.78436,-.029003
7,59,.32807,-.1248,-.029003
7,60,.26132,-.95132,-.029003
7,61,-.62305,1.1976,-.029003
7,62,-1.0291,1.0323,-.029003
7,63,.96759,1.3629,-.029003
7,64,1.0396,.61906,-.029003
7,65,.47819,-.62071,-.029003
7,66,.32807,-.78602,-.029003
7,67,-.85267,-1.9431,-.029003
7,68,1.1094,-.20746,-.029003
7,69,-.062088,-.45541,-.029003
7,70,.82199,.2058,-.029003
7,71,.32807,1.3629,-.029003
7,72,-.4198,-.78602,-.029003
7,73,-.19761,2.0241,-.029003
7,74,-.19761,-.95132,-.029003
7,75,-.93938,.28845,-.029003
7,76,.96759,.3711,-.029003
7,77,.19415,-.20746,-.029003
7,78,-.33884,-.70336,-.029003
7,79,.32807,-.70336,-.029003
7,80,1.5062,-.29011,-.029003
7,81,.19415,.45376,-.029003
7,82,.073536,.28845,-.029003
7,83,.67876,.53641,-.029003
7,84,1.0396,-.37276,-.029003
7,85,1.5062,-.042152,-.029003
7,86,.47819,.2058,-.029003
7,87,-.77611,-1.034,-.029003
7,88,.32807,-.45541,-.029003
8,1,-.4198,-.70336,-.040532
8,2,.13407,1.6109,-.040532
8,3,1.3747,.94967,-.040532
8,4,.96759,2.52,-.040532
8,5,-1.0291,-.29011,-.040532
8,6,-1.1186,-2.2737,-.040532
8,7,1.9003,.94967,-.040532
8,8,.74723,1.1976,-.040532
8,9,-1.6237,-1.1166,-.040532
8,10,-1.1186,-.78602,-.040532
8,11,2.3136,1.6109,-.040532
8,12,.74723,.040499,-.040532
8,13,1.0396,1.2803,-.040532
8,14,-.85267,.12315,-.040532
8,15,.073536,-2.1911,-.040532
8,16,.82199,.61906,-.040532
8,17,-.55511,-.95132,-.040532
8,18,-.12908,-2.1911,-.040532
8,19,-.33884,-1.3646,-.040532
8,20,-1.3353,-.042152,-.040532
8,21,.74723,-.37276,-.040532
8,22,.0043218,-1.1993,-.040532
8,23,-.12908,1.9415,-.040532
8,24,.073536,.94967,-.040532
8,25,.67876,.86701,-.040532
8,26,.82199,-.62071,-.040532
8,27,1.1094,.28845,-.040532
8,28,.19415,.53641,-.040532
8,29,-1.4387,-.45541,-.040532
8,30,-.85267,-.45541,-.040532
8,31,-.69951,-.62071,-.040532
8,32,-.85267,-1.034,-.040532
8,33,-.93938,-.53806,-.040532
8,34,-.26516,.2058,-.040532
8,35,.74723,-.042152,-.040532
8,36,.32807,1.0323,-.040532
8,37,.26132,-.45541,-.040532
8,38,-.4198,.28845,-.040532
8,39,.54434,.040499,-.040532
8,40,-.12908,-.70336,-.040532
8,41,.96759,.94967,-.040532
8,42,.0043218,.78436,-.040532
8,43,1.9003,.78436,-.040532
8,44,-.26516,-.70336,-.040532
8,45,-1.0291,-1.3646,-.040532
8,46,-1.6237,-1.1993,-.040532
8,47,.96759,.61906,-.040532
8,48,-.12908,-1.4472,-.040532
8,49,-.19761,-.70336,-.040532
8,50,.61073,-.042152,-.040532
8,51,-1.8367,-.78602,-.040532
8,52,-.4198,2.8506,-.040532
8,53,-1.0291,-.62071,-.040532
8,54,.54434,-.70336,-.040532
8,55,1.8138,.94967,-.040532
8,56,.0043218,.28845,-.040532
8,57,-1.3353,.61906,-.040532
8,58,.19415,.12315,-.040532
8,59,-.77611,-1.2819,-.040532
8,60,-.062088,.2058,-.040532
8,61,1.4395,.12315,-.040532
8,62,.32807,-.37276,-.040532
8,63,.19415,-.37276,-.040532
8,64,1.8138,-.20746,-.040532
8,65,2.5324,2.8506,-.040532
8,66,.32807,-.29011,-.040532
8,67,-.4198,-.62071,-.040532
8,68,-1.9621,.86701,-.040532
8,69,-1.8367,-1.9431,-.040532
8,70,2.3136,3.016,-.040532
8,71,-.77611,-.86867,-.040532
8,72,.40267,.28845,-.040532
8,73,-.19761,-.45541,-.040532
8,74,-.12908,-.20746,-.040532
8,75,-2.1086,.3711,-.040532
8,76,.13407,.12315,-.040532
8,77,1.7349,2.0241,-.040532
8,78,.073536,-.042152,-.040532
8,79,-.55511,-.20746,-.040532
8,80,.19415,.12315,-.040532
8,81,-.55511,-.53806,-.040532
8,82,-1.4387,-2.0258,-.040532
8,83,-.49278,1.2803,-.040532
8,84,-.49278,-.29011,-.040532
8,85,1.6618,1.2803,-.040532
8,86,-.55511,-.53806,-.040532
8,87,-1.4387,-2.1911,-.040532
8,88,-.62305,-1.034,-.040532
8,89,-.93938,1.0323,-.040532
8,90,-.33884,.040499,-.040532
8,91,1.2405,.53641,-.040532
8,92,.61073,.61906,-.040532
8,93,-.062088,-.53806,-.040532
8,94,-2.2917,-2.439,-.040532
8,95,.073536,-.62071,-.040532
8,96,-.49278,.040499,-.040532
8,97,-.69951,-.45541,-.040532
8,98,-1.8367,-.86867,-.040532
8,99,-1.3353,-.78602,-.040532
8,100,.32807,.2058,-.040532
8,101,.26132,.2058,-.040532
8,102,1.3101,.78436,-.040532
9,1,-1.5267,.2058,-.4943
9,2,-1.1186,.2058,-.4943
9,3,-1.3353,-2.935,-.4943
9,4,1.5792,-.70336,-.4943
9,5,-.49278,-1.6125,-.4943
9,6,-.55511,-.70336,-.4943
9,7,-.69951,-2.1911,-.4943
9,8,.40267,.61906,-.4943
9,9,-.93938,-1.6125,-.4943
9,10,-.62305,-1.7778,-.4943
9,11,.89657,1.0323,-.4943
9,12,.073536,.2058,-.4943
9,13,.74723,.61906,-.4943
9,14,-.062088,-.70336,-.4943
9,15,-.62305,-.78602,-.4943
9,16,-.69951,.53641,-.4943
9,17,-1.0291,-.29011,-.4943
9,18,-.55511,.94967,-.4943
9,19,-.26516,-1.7778,-.4943
9,20,-1.3353,-1.3646,-.4943
9,21,.47819,.12315,-.4943
9,22,-.26516,-.1248,-.4943
9,23,.54434,-.042152,-.4943
9,24,-1.6237,-2.687,-.4943
9,25,-2.1086,-2.935,-.4943
9,26,-.12908,.3711,-.4943
9,27,.073536,.86701,-.4943
9,28,.073536,.86701,-.4943
9,29,-1.3353,-.62071,-.4943
9,30,-1.1186,-.62071,-.4943
9,31,-1.5267,-.45541,-.4943
9,32,.47819,1.1976,-.4943
9,33,-.19761,-.78602,-.4943
9,34,.0043218,.12315,-.4943
10,1,.40267,1.115,.18927
10,2,-.33884,-.53806,.18927
10,3,.26132,-1.4472,.18927
10,4,-.4198,-.37276,.18927
10,5,.13407,.70171,.18927
10,6,-.33884,-.37276,.18927
10,7,1.5792,.28845,.18927
10,8,.073536,-.20746,.18927
10,9,.13407,.28845,.18927
10,10,.0043218,-.042152,.18927
10,11,.0043218,.53641,.18927
10,12,-.62305,1.0323,.18927
10,13,-.062088,.70171,.18927
10,14,-.4198,1.115,.18927
10,15,.13407,-.042152,.18927
10,16,.0043218,.040499,.18927
10,17,-.4198,.2058,.18927
10,18,-.93938,.12315,.18927
10,19,-.12908,.040499,.18927
10,20,-.26516,.12315,.18927
10,21,-.33884,.61906,.18927
10,22,-.93938,-.45541,.18927
10,23,.40267,.53641,.18927
10,24,-.62305,1.0323,.18927
10,25,-.62305,-.20746,.18927
10,26,-1.1186,.61906,.18927
10,27,-.33884,-.78602,.18927
10,28,-.26516,.53641,.18927
10,29,-.77611,.040499,.18927
10,30,.0043218,1.8588,.18927
10,31,-1.6237,.53641,.18927
10,32,-1.0291,-.86867,.18927
10,33,.26132,-.29011,.18927
10,34,.073536,.12315,.18927
10,35,-1.0291,-1.1166,.18927
10,36,1.5792,2.0241,.18927
10,37,-.49278,.040499,.18927
10,38,-1.5267,-.70336,.18927
10,39,.26132,.94967,.18927
10,40,-.49278,-.042152,.18927
10,41,-1.2195,-.042152,.18927
10,42,-.12908,1.6109,.18927
10,43,-.26516,.86701,.18927
10,44,.67876,1.3629,.18927
10,45,-1.5267,.45376,.18927
10,46,-.69951,-.45541,.18927
10,47,-.062088,-.29011,.18927
10,48,-.93938,-.95132,.18927
10,49,.073536,-.78602,.18927
10,50,.47819,-.042152,.18927
11,1,.32807,.45376,.63506
11,2,.0043218,-.62071,.63506
11,3,.54434,1.1976,.63506
11,4,.89657,-.45541,.63506
11,5,1.0396,-.37276,.63506
11,6,1.6618,.28845,.63506
11,7,.82199,1.6935,.63506
11,8,2.0397,1.9415,.63506
11,9,.40267,.61906,.63506
11,10,1.9003,.70171,.63506
11,11,1.3101,1.3629,.63506
11,12,.0043218,.12315,.63506
11,13,-1.6237,-1.3646,.63506
11,14,.073536,1.115,.63506
11,15,.0043218,1.9415,.63506
11,16,.073536,-.1248,.63506
11,17,2.2031,1.2803,.63506
11,18,-.62305,.040499,.63506
11,19,2.2031,2.4374,.63506
11,20,.32807,.040499,.63506
11,21,.67876,.12315,.63506
11,22,.47819,-.53806,.63506
11,23,1.9003,.53641,.63506
11,24,.54434,.61906,.63506
11,25,.32807,.2058,.63506
11,26,.0043218,.3711,.63506
11,27,.13407,.53641,.63506
11,28,-1.0291,.61906,.63506
11,29,1.7349,1.4456,.63506
11,30,.19415,-1.1166,.63506
11,31,.47819,-.53806,.63506
11,32,.19415,1.2803,.63506
11,33,-2.1086,-.53806,.63506
11,34,-.85267,-.29011,.63506
11,35,1.5062,2.2721,.63506
11,36,.13407,2.8506,.63506
11,37,1.1758,.040499,.63506
11,38,.26132,-.95132,.63506
11,39,.82199,-.95132,.63506
11,40,.96759,.28845,.63506
11,41,.19415,.78436,.63506
11,42,1.3747,1.115,.63506
11,43,.67876,1.115,.63506
11,44,1.9003,2.0241,.63506
11,45,-.49278,.28845,.63506
11,46,-.062088,1.0323,.63506
11,47,.32807,.53641,.63506
11,48,1.3747,1.3629,.63506
11,49,1.0396,1.6109,.63506
11,50,.74723,1.8588,.63506
11,51,-.4198,-1.4472,.63506
11,52,1.5792,1.6935,.63506
11,53,.54434,.3711,.63506
11,54,.32807,.3711,.63506
11,55,1.0396,1.6935,.63506
11,56,.96759,2.1068,.63506
11,57,.19415,1.2803,.63506
11,58,1.1758,1.1976,.63506
11,59,-.85267,-.1248,.63506
11,60,.47819,-.20746,.63506
11,61,.74723,1.3629,.63506
11,62,.54434,.78436,.63506
12,1,-.62305,-.95132,-.0087401
12,2,.74723,.61906,-.0087401
12,3,-1.7239,-1.1166,-.0087401
12,4,.0043218,1.115,-.0087401
12,5,.54434,.70171,-.0087401
12,6,.40267,.12315,-.0087401
12,7,.54434,.70171,-.0087401
12,8,-1.1186,-.70336,-.0087401
12,9,-2.1086,-.45541,-.0087401
12,10,1.1094,-.042152,-.0087401
12,11,.67876,.12315,-.0087401
12,12,.26132,-.37276,-.0087401
12,13,.89657,.28845,-.0087401
12,14,-.4198,-.20746,-.0087401
12,15,1.2405,1.115,-.0087401
12,16,-.26516,-.95132,-.0087401
12,17,.19415,.45376,-.0087401
12,18,.26132,1.115,-.0087401
12,19,-.93938,-.45541,-.0087401
12,20,.82199,.040499,-.0087401
12,21,-.4198,-.86867,-.0087401
12,22,-.19761,-.70336,-.0087401
12,23,-1.3353,-.20746,-.0087401
12,24,-.33884,-.70336,-.0087401
12,25,-.49278,1.115,-.0087401
12,26,-.55511,-1.2819,-.0087401
12,27,.073536,.86701,-.0087401
12,28,-1.6237,-1.6125,-.0087401
12,29,.89657,.78436,-.0087401
12,30,-.26516,1.1976,-.0087401
12,31,-1.5267,-.86867,-.0087401
12,32,-.69951,-1.9431,-.0087401
12,33,.0043218,1.5282,-.0087401
12,34,.13407,.78436,-.0087401
12,35,.89657,.3711,-.0087401
12,36,.0043218,-.20746,-.0087401
12,37,-.55511,.78436,-.0087401
12,38,.19415,.040499,-.0087401
12,39,.89657,-.62071,-.0087401
12,40,.13407,-1.1993,-.0087401
12,41,-.19761,-.70336,-.0087401
12,42,.32807,-.37276,-.0087401
12,43,.32807,1.2803,-.0087401
12,44,.67876,.61906,-.0087401
12,45,.67876,.040499,-.0087401
12,46,-1.0291,-.1248,-.0087401
12,47,.073536,.45376,-.0087401
13,1,-.55511,-1.1993,-.14934
13,2,-.69951,-.78602,-.14934
13,3,-.93938,-1.7778,-.14934
13,4,.26132,-.29011,-.14934
13,5,.13407,1.0323,-.14934
13,6,.54434,.2058,-.14934
13,7,-.55511,-.78602,-.14934
13,8,-.4198,.61906,-.14934
13,9,-1.8367,-.53806,-.14934
13,10,-1.7239,-1.1166,-.14934
13,11,.13407,-.042152,-.14934
13,12,-1.5267,-1.9431,-.14934
13,13,.073536,-.45541,-.14934
13,14,-1.2195,-2.935,-.14934
13,15,-.62305,-.20746,-.14934
13,16,1.5062,1.4456,-.14934
13,17,1.1094,1.2803,-.14934
13,18,-1.9621,-1.1166,-.14934
13,19,-1.3353,.61906,-.14934
13,20,2.3136,1.6109,-.14934
13,21,-1.4387,-2.1084,-.14934
13,22,-1.4387,-1.034,-.14934
13,23,-.85267,-.86867,-.14934
